####### Working on: LRNA GRCh38 backlog

# Special case - "with internal_status of 'requires lab review' cannot be launched."
ENCSR703QFF       GRCh38 v24 shRNA  1,2   yes     -

####### GRCh38 Full list
# Experiment      On                Reps  TopHat  Assembled  Launched    Posted         Time  Cost
ENCSR000AAD  ENC3  hg19 v19 -     1,2     2015-06-24  2015-08-20  5d02h26m $335.15
ENCSR000AAE  ENC3  hg19 v19 -     1,2     2015-06-24  2015-08-20  5d22h26m $341.32
ENCSR000AAF  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  4d15h17m $332.18
ENCSR000AAG  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  4d11h55m $313.94
ENCSR000AAH  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  5d11h02m $352.74
ENCSR000AAI  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  3d04h24m $230.51
ENCSR000AAJ  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  4d18h35m $325.71
ENCSR000AAK  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  5d16h36m $396.65
ENCSR000AAL  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  6d09h46m $385.69
ENCSR000AAM  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  3d16h09m $220.55
ENCSR000AAN  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  4d15h39m $214.78
ENCSR000AAO  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  7d09h19m $428.30
ENCSR000AAP  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  7d03h33m $460.83
ENCSR000AAQ  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  3d12h30m $235.30
ENCSR000AAR  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  4d01h31m $325.76
ENCSR000AAS  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  3d15h58m $288.90
ENCSR000AAT  ENC3  hg19 v19 -     1,2     2015-06-24  2015-08-20  6d15h44m $303.16
ENCSR000AAU  ENC3  hg19 v19 -     1,2     2015-06-24  2015-08-20  3d18h49m $190.54
ENCSR000AAV  ENC3  hg19 v19 -     1,2     2015-06-25  2015-08-20  6d01h09m $290.51
ENCSR000AEC        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AED        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEE        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEF        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEG        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEH        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEL        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEM        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEN        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEO        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEP        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEQ        hg19 v19 -     1,2     2015-05-15  2015-08-20
ENCSR000AEU  ENC3  hg19 v19 -     1,2     2015-08-20  2015-08-20  5d05h06m $338.02
ENCSR000AEV        hg19 v19 -     1,2     - older -   2015-08-20
ENCSR000AEW        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AEX        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AEY        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AEZ        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFA        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFB        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFC        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFD        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFE        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFF        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFG        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFH        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFI        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFJ        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFK        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFL        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFM        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFN        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AFO        hg19 v19 -     1,2     2015-04-17  2015-08-20
ENCSR000AHH  ENC3  hg19 v19 -     1       2015-10-23  2015-10-23  2d00h44m  $85.55
ENCSR000AIY  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28    16h47m  $22.13
ENCSR000AIZ  ENC3  hg19 v19 SE    1,2     2016-01-22  2016-01-22  1d09h41m  $79.34
ENCSR000AJA  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28     8h18m  $13.16
ENCSR000AJB  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28     8h52m  $13.50
ENCSR000AJC  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28    13h04m  $17.25
ENCSR000AJD  ENC3  hg19 v19 -     1,2     2015-08-24  2015-08-24    22h16m  $53.66
ENCSR000AJE  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28     3h19m   $5.58
ENCSR000AJF  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28     6h01m  $10.05
ENCSR000AJG  ENC3  hg19 v19 -     1,2     2015-10-20  2015-10-20    17h14m  $32.76
ENCSR000AJH  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28    12h32m  $18.19
ENCSR000AJU  ENC2  mm10 M4  -     1,2     - older -   2015-08-20
ENCSR000AJV  ENC3  mm10 M4  -     1,2     - older -  2014-10-23      6h43m  $29.17
ENCSR000BYP  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     7h56m  $38.36
ENCSR000BYQ  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     9h09m  $44.34
ENCSR000BYR  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06    13h52m  $60.37
ENCSR000BYS  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     9h57m  $47.57
ENCSR000BYT  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     8h52m  $39.88
ENCSR000BYU  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06    10h21m  $47.12
ENCSR000BYV  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06    13h08m  $53.83
ENCSR000BYW  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     9h17m  $44.13
ENCSR000BYX  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     9h06m  $42.88
ENCSR000BYY  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     9h38m  $45.66
ENCSR000BYZ  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     9h30m  $44.61
ENCSR000BZA  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06    10h36m  $46.73
ENCSR000BZB  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06    10h53m  $42.97
ENCSR000BZC  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     7h33m  $35.20
ENCSR000BZD  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     9h50m  $43.64
ENCSR000BZE  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     9h46m  $44.71
ENCSR000BZF  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06     9h14m  $46.55
ENCSR000BZG  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  2d01h51m $175.95
ENCSR000BZH  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d11h17m $133.60
ENCSR000BZI  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d04h29m $103.40
ENCSR000BZJ  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d14h54m $152.80
ENCSR000BZK  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d23h17m $165.48
ENCSR000BZL  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d16h27m $155.78
ENCSR000BZM  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d07h28m $125.43
ENCSR000BZN  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d11h53m $148.04
ENCSR000BZO  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d08h37m $147.85
ENCSR000BZP  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d18h11m $182.57
ENCSR000BZQ  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d02h49m $120.60
ENCSR000BZR  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d10h03m $136.11
ENCSR000BZS  ENC2  mm10 M4  PE    1,2     2016-01-06  2016-01-06  1d15h44m $154.23
ENCSR000COO  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  2d00h13m  $81.23
ENCSR000COX  ENC2  hg19 v19 -     1       2015-06-24  2015-08-20    19h56m  $43.29
ENCSR000COY  ENC2  hg19 v19 -     1,2     2015-06-25  2015-08-20    20h14m  $86.44
ENCSR000COZ  ENC2  hg19 v19 -     3,4     2015-06-24  2015-08-20  1d16h21m  $75.88
ENCSR000CPA  ENC2  hg19 v19 -     3,4     2015-06-24  2015-08-20  2d00h09m  $85.52
ENCSR000CPB  ENC2  hg19 v19 -     3,4     2015-06-24  2015-08-20  1d20h30m $100.33
ENCSR000CPI  ENC2  hg19 v19 -     1,2,5   2015-06-24  2015-08-20  1d16h15m $110.50
ENCSR000CPJ  ENC2  hg19 v19 -     3,4     2015-06-25  2015-08-20  1d00h14m  $90.28
ENCSR000CPK  ENC2  hg19 v19 -     1,2     2015-06-18  2015-08-20  1d18h34m  $90.98
ENCSR000CPL  ENC2  hg19 v19 -     1,2,5   2015-06-25  2015-08-20  2d08h52m $139.11
ENCSR000CPM  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  1d14h36m $104.70
ENCSR000CPU  ENC2  hg19 v19 -     1       2015-06-24  2015-08-20    15h50m  $30.53
ENCSR000CPV  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20    18h16m  $71.54
ENCSR000CPW  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  1d06h37m  $66.42
ENCSR000CPX  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  1d21h59m  $66.98
ENCSR000CQG  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  1d23h59m  $73.45
ENCSR000CQH  ENC2  hg19 v19 -     3,4     2015-06-24  2015-08-20  1d08h41m  $93.83
ENCSR000CQN  ENC2  hg19 v19 -     3       2015-06-24  2015-08-20    12h22m  $20.79
ENCSR000CQO  ENC2  hg19 v19 -     3,4     2015-06-24  2015-08-20    17h33m  $55.28
ENCSR000CQS  ENC2  hg19 v19 -     3       2015-06-24  2015-08-20    14h27m  $24.52
ENCSR000CTX  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  3d05h25m $202.18
ENCSR000CUA  ENC2  hg19 v19 -     1       2015-06-24  2015-08-20  5d00h26m $196.97
ENCSR000CUB  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  2d17h32m $176.02
ENCSR000CUE  ENC2  hg19 v19 -     1,2     2015-06-25  2015-08-20  3d19h03m $260.11
ENCSR000CUF  ENC2  hg19 v19 -     1,2     2015-06-25  2015-08-20  6d03h21m $391.04
ENCSR000CUG  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  2d19h31m $180.53
ENCSR000CUH  ENC2  hg19 v19 -     1,2     2015-06-25  2015-08-20  5d01h57m $332.44
ENCSR000CUI  ENC2  hg19 v19 -     1,2     2015-06-25  2015-08-20  4d13h34m $338.37
ENCSR000CUJ  ENC2  hg19 v19 -     1,2     2015-06-25  2015-08-20  2d20h55m $228.74
ENCSR000CUK  ENC2  hg19 v19 -     1,2     2015-06-25  2015-08-20  3d15h22m $220.15
ENCSR000CUL  ENC2  hg19 v19 -     1,2     2015-06-25  2015-08-20  8d06h10m $501.76  <== most expensive of pe  Tophat: $455.22  non-tophat: $46.54
ENCSR000CUM  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  5d00h32m $327.58
ENCSR000CUN  ENC2  hg19 v19 -     1       2015-06-24  2015-08-20  2d10m41m  $98.38
ENCSR000CUP  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  5d07h36m $279.12
ENCSR000CUQ  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  4d08h50m $259.64
ENCSR000CUR  ENC2  hg19 v19 -     1,2     2015-06-24  2015-08-20  3d15h07m $274.50
ENCSR000CWD  ENC2  mm10 M2,3,M4x2 1,2     - older -   2014-10-23  1d06h23m  $113.61
ENCSR000KYM  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d02h39m  $26.38
ENCSR000OXO        mm10 M4  -     1,2     - older -   2015-08-20
ENCSR001HHK  ENC3  hg19 v19 -     1,2     2015-08-19  2015-08-19  1d09h27m  $83.29           
ENCSR003EKR  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d03h58m  $21.18
ENCSR003LSA  ENC3  hg19 V19       1,2     2016-02-01  2016-02-10     7h46m  $30.76
ENCSR004OSI  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31     7h34m  $20.66
ENCSR004RGI  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d21h42m  $23.08
ENCSR004XCU  ENC3  mm10 M4  -     1,2     2015-10-02  2015-10-02    12h47m  $26.59
ENCSR007XKL  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    17h24m  $25.49
ENCSR009PPI  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     6h51m  $32.01
ENCSR010ZMZ  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    18h56m  $27.67
ENCSR011BBS  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    11h05m  $29.86
ENCSR012DAF  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    10h29m  $24.74
ENCSR014VQS  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d07h26m  $29.17
ENCSR016IDR  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    19h44m  $33.82
ENCSR016XPB  ENC3  hg19 V19       1,2     2016-02-01  2016-02-10    10h52m  $44.39
ENCSR017JEG  ENC3  mm10 M4  -     1,2     2015-07-02  2015-08-20    10h17m  $28.57
ENCSR017PRS  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    16h23m  $32.79
ENCSR020DGG  ENC3  mm10 M4  -     1,2     2015-10-02  2015-10-02    13h40m  $24.98
ENCSR023HWI  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31     6h59m  $18.96
ENCSR026ZRP        mm10 M4  -     1,2     - older -   2015-08-20
ENCSR027CXR  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     1h59m   $3.12
ENCSR028ITN        hg19 v19 -     1,2     - older -   2015-08-20
ENCSR028YAQ  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     3h47m  $16.61
ENCSR029LGJ  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    18h03m  $29.82
ENCSR030ARO  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    18h42m  $34.00
ENCSR030GZQ  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     5h17m  $24.41
ENCSR031RZS  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    18h24m  $26.27
ENCSR035DLJ        mm10 M4  -     1,2     - older -   2015-08-20
ENCSR039ADS        mm10 M4  -     1,2     - older -   2015-08-20
ENCSR040FSN  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17    12h12m  $47.28
ENCSR042QTH  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    18h26m  $40.71
ENCSR047AJA  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     6h08m  $25.86
ENCSR047EEG  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d01h36m  $27.52
ENCSR047VPW  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     5h36m  $21.12
ENCSR052FJA  ENC3  hg19 v19 -     1,2     2015-08-19  2015-08-19  1d02h15m  $80.25           
ENCSR052IYH  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31     8h49m  $25.02
ENCSR056QEW  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d20h50m  $37.39
ENCSR057GCF  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d15h55m  $28.65
ENCSR060KRD  ENC3  hg19 V19       1,2     2016-02-01  2016-02-10    10h34m  $41.13
ENCSR062VTB  ENC3  mm10 M4  -     1,2     2015-10-02  2015-10-02    15h49m  $27.34
ENCSR064DXG  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    10h29m  $29.34
ENCSR066VOO  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    11h01m  $29.64
ENCSR067AUG  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    15h18m  $19.13
ENCSR067LLB  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d03h03m  $31.40
ENCSR067UNX  ENC3  hg19 v19 -     1,2     2015-08-19  2015-08-19  1d06h52m  $91.53           
ENCSR068SJG  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     9h59m   $7.94
ENCSR070LJO  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31     4h35m  $21.11
ENCSR074UZM  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d05h06m  $28.74
ENCSR079IPT  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d05h49m  $26.36
ENCSR079LMZ  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31     7h07m  $20.16
ENCSR080EVZ  ENC3  mm10 M4  -     1,2     2015-10-02  2015-10-02     9h37m  $19.88
ENCSR081EST  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    14h08m  $27.36
ENCSR081QQH  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d00h14m  $25.48
ENCSR081XRA  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d18h03m  $27.56
ENCSR082UWF  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17     9h31m  $39.36
ENCSR082YGI  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     6h46m  $26.45
ENCSR084SCN  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d02h33m  $21.16
ENCSR086PHI  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28     6h17m   $9.63
ENCSR090UMI  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    12h28m  $24.59
ENCSR092WKG  ENC3  hg19 V19       1,2     2016-02-01  2016-02-10     9h08m  $38.58
ENCSR094KBY  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    17h27m  $32.80
ENCSR096BEN  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d03h23m  $28.36
ENCSR096STK  ENC3  mm10 M4  -     1,2     2015-07-02  2015-08-20    11h28m  $32.65
ENCSR098NHI  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d07h23m  $23.72
ENCSR100KRK  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     3h01m   $4.67
ENCSR101GVL  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28     4h22m   $7.16
ENCSR101OPF  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17    10h53m  $44.95
ENCSR104ABF  ENC3  hg19 V19       1,2     2016-02-01  2016-02-10     5h46m  $26.67
ENCSR104OLN  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    16h09m  $22.31
ENCSR105OXX  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     9h11m  $18.58
ENCSR109IQO  ENC3  hg19 v19 -     1,2     2015-09-29  2015-09-29  1d23h40m  $99.27
ENCSR110BDY        hg19 v19 -     1,2     2015-05-18  2015-08-20
ENCSR110ZYD  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31     7h48m  $22.22
ENCSR111QQX  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     6h34m  $10.31
ENCSR112YTD  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31     7h50m  $21.88
ENCSR113HRG  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    11h54m  $33.13
ENCSR113PYX  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17    13h40m  $48.72
ENCSR115TWD  ENC3  mm10 M4  -     1,2     2015-10-02  2015-10-02    14h33m  $20.12
ENCSR116YMU  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     6h08m  $24.66
ENCSR117WLY  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d09h11m  $27.41
ENCSR118TVR  ENC3  hg19 v19 -     1,2     2015-10-09  2015-10-09  1d07h06m $122.05
ENCSR118VQR  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    17h44m  $29.64
ENCSR118XYK  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17    12h46m  $58.09
ENCSR119QWQ  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    23h25m  $26.95
ENCSR124ERY  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28     5h33m   $8.42
ENCSR126ARZ  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17    10h09m  $42.76
ENCSR129ROE  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17    10h02m  $44.75
ENCSR129RWD  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d02h21m  $34.27
ENCSR134JRE  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d11h33m  $30.49
ENCSR136WGP  ENC3  hg19 v19 -     1,2     2015-08-19  2015-08-19  3d10h54m $159.94
ENCSR137HKS  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d00h29m  $25.01
ENCSR137RHZ  ENC3  hg19 v19 -     1,2     2015-08-24  2015-08-24     7h17m  $23.53
ENCSR138VRG  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     4h15m   $5.75
ENCSR139BIJ  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    23h16m  $23.12
ENCSR143UET  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d01h18m  $22.93
ENCSR145EKP  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     2h06m   $3.43
ENCSR147ZBD  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d13h56m  $48.41
ENCSR148MQK  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  2d01h02m  $34.64
ENCSR149DMY  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    15h24m  $24.36
ENCSR152MON  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    23h26m  $44.16
ENCSR155BMF  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    13h19m  $28.86
ENCSR157NLF  ENC3  hg19 v19 -     1,2     2015-08-24  2015-08-24    10h28m  $30.48
ENCSR160IIN        mm10 M4  -     1,2     - older -   2015-08-20
ENCSR164OCT  ENC3  hg19 v19 -     1,2     2015-08-19  2015-08-19  2d16h32m $128.99
ENCSR164TLB  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31     7h17m  $20.02
ENCSR166QLP  ENC3  hg19 v19 -     1,2     2015-08-19  2015-08-19    23h56m  $81.47         
ENCSR167AWS  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     1h59m   $3.18
ENCSR167JPY  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d16h30m  $32.40
ENCSR169QQW  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17    13h49m  $56.95
ENCSR173PJN  ENC3  mm10 M4  -     1,2     2015-07-02  2015-08-20    11h56m  $35.35
ENCSR178GUS  ENC3  mm10 M4  -     1,2     2015-07-02  2015-08-20    16h10m  $43.78
ENCSR180XTP  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     5h43m  $25.73
ENCSR181KQJ        mm10 M4  -     1,2     - older -   2015-08-20
ENCSR181RLB  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d18h10m  $28.11
ENCSR182DAW  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31     8h53m  $20.93
ENCSR184CWK  ENC3  hg19 v19 scell 1       2015-08-28  2015-08-28    12h08m  $17.76
ENCSR185JGT  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29     8h54m  $26.48
ENCSR185LWM        mm10 M4  -     1,2     - older -   2015-08-20
ENCSR188IPO  ENC3  hg19 v19 shRNA 1,2     2015-08-19  2015-08-19     6h54m  $22.33           
ENCSR191VWK  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-18    15h47m  $53.15
ENCSR192GBD  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17    13h51m  $47.51
ENCSR193FFA  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d23h51m  $31.26
ENCSR194TNV  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     7h26m   $7.04
ENCSR195BCE  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     4h17m   $5.43
ENCSR198EIH  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     3h14m   $4.64
ENCSR198TKA        hg19 v19 -     1,2     2015-05-18  2015-08-20
ENCSR201WFU  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    14h20m  $30.84
ENCSR201WVA  ENC3  hg19 v19 -     1,2     2015-08-19  2015-08-19  1d03h12m  $68.93           
ENCSR205VSQ  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d10h04m  $30.53
ENCSR207QGW  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29  1d01h21m  $33.01
ENCSR208GPE  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    11h07m  $20.45
ENCSR210DML  ENC3  hg19 v19 shRNA 1,2     2015-08-26  2015-08-31    10h47m  $30.11
ENCSR210KJB  ENC3  hg19 v19 shRNA 1,2     2015-09-29  2015-09-29    15h59m  $25.16
ENCSR210RWL        hg19 v19 shRNA 1,2 yes 2015-09-29  2016-04-14    16h60m  $24.74  |  2015-09-29  2015-09-29     9h34m  $15.18
ENCSR216NEG        mm10 M4  -     1,2     - older -   2015-08-20
ENCSR219DXZ  ENC3  hg19 v19 shRNA 1,2     2015-12-17  2015-12-17     9h53m  $40.69
ENCSR220HFQ  ENC3  mm10 M4  scell 1       2015-10-02  2015-10-02     4h19m   $6.03
